"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter"
"3150","3.879","4d:be:63:3e:45:54","LE 1M","LE LL","25","189\302\265s","","","","0"
"3151","3.891","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","10894\302\265s","","","","0"
"3152","3.891","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3153","3.891","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3160","3.912","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1022\302\265s","","","","0"
"3161","3.912","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3162","3.913","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3178","3.939","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","315\302\265s","","","","0"
"3179","3.939","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3180","3.940","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3184","3.946","63:3d:4c:ce:2e:30","LE 1M","LE LL","24","2680\302\265s","","","","0"
"3193","3.963","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3501\302\265s","","","","0"
"3194","3.964","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3195","3.964","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3196","3.966","59:65:2f:65:e4:21","LE 1M","LE LL","24","2297\302\265s","","","","0"
"3197","3.967","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"3199","3.969","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","1219\302\265s","","","","0"
"3200","3.970","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3201","3.971","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3206","3.994","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6368\302\265s","","","","0"
"3207","3.994","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3211","4.013","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","16125\302\265s","","","","0"
"3212","4.014","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3213","4.014","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3223","4.041","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1705\302\265s","","","","0"
"3224","4.041","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3225","4.041","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3232","4.060","55:01:2a:98:35:1d","LE 1M","LE LL","23","7062\302\265s","","","","0"
"3235","4.067","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2313\302\265s","","","","0"
"3236","4.067","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3237","4.068","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3244","4.076","59:51:34:3a:99:17","LE 1M","LE LL","21","1168\302\265s","","","","0"
"3245","4.077","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3246","4.077","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3248","4.090","17:79:cc:6c:ea:aa","LE 1M","LE LL","36","7138\302\265s","","","","0"
"3249","4.093","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1919\302\265s","","","","0"
"3252","4.106","7c:89:95:02:84:47","LE 1M","LE LL","24","3710\302\265s","","","","0"
"3253","4.113","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6902\302\265s","","","","0"
"3254","4.114","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3255","4.114","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3263","4.132","c6:db:b1:12:94:d2","LE 1M","LE LL","14","132\302\265s","","","","0"
"3265","4.133","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","701\302\265s","","","","0"
"3271","4.151","4d:be:63:3e:45:54","LE 1M","LE LL","25","1934\302\265s","","","","0"
"3272","4.151","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"3275","4.152","4d:be:63:3e:45:54","LE 1M","LE LL","25","132\302\265s","","","","0"
"3282","4.179","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","8427\302\265s","","","","0"
"3283","4.180","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"3284","4.180","c7:67:27:7f:8a:dd","LE 1M","LE LL","14","132\302\265s","","","","0"
"3291","4.197","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3082\302\265s","","","","0"
"3292","4.197","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3293","4.198","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3300","4.219","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","12174\302\265s","","","","0"
"3301","4.219","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","367\302\265s","","","","0"
"3302","4.220","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","369\302\265s","","","","0"
"3306","4.226","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","402\302\265s","","","","0"
"3307","4.226","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3308","4.226","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3313","4.241","59:65:2f:65:e4:21","LE 1M","LE LL","24","1344\302\265s","","","","0"
"3318","4.256","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4900\302\265s","","","","0"
"3319","4.256","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3320","4.256","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3321","4.258","59:51:34:3a:99:17","LE 1M","LE LL","21","869\302\265s","","","","0"
"3322","4.258","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3323","4.259","59:51:34:3a:99:17","LE 1M","LE LL","21","355\302\265s","","","","0"
"3331","4.278","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4813\302\265s","","","","0"
"3332","4.279","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3333","4.279","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3338","4.297","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","886\302\265s","","","","0"
"3339","4.297","16:7d:c8:6c:ea:aa","LE 1M","LE LL","36","137\302\265s","","","","0"
"3340","4.303","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","5097\302\265s","","","","0"
"3341","4.303","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","369\302\265s","","","","0"
"3342","4.304","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3343","4.306","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1427\302\265s","","","","0"
"3344","4.306","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3345","4.306","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3346","4.317","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","10589\302\265s","","","","0"
"3352","4.331","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5041\302\265s","","","","0"
"3353","4.331","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3354","4.331","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3358","4.341","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","7389\302\265s","","","","0"
"3359","4.341","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3360","4.342","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3368","4.357","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","325\302\265s","","","","0"
"3369","4.358","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3379","4.383","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1686\302\265s","","","","0"
"3380","4.384","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3381","4.384","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3382","4.389","d0:44:40:ce:9d:86","LE 1M","LE LL","14","5181\302\265s","","","","0"
"3383","4.390","d0:44:40:ce:9d:86","LE 1M","LE LL","14","132\302\265s","","","","0"
"3386","4.410","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5290\302\265s","","","","0"
"3387","4.410","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3392","4.435","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2788\302\265s","","","","0"
"3393","4.435","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3400","4.443","59:51:34:3a:99:17","LE 1M","LE LL","21","1116\302\265s","","","","0"
"3401","4.443","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3402","4.444","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3426","4.489","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5084\302\265s","","","","0"
"3430","4.496","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","5466\302\265s","","","","0"
"3431","4.497","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3434","4.498","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","132\302\265s","","","","0"
"3440","4.505","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","802\302\265s","","","","0"
"3444","4.510","59:65:2f:65:e4:29","LE 1M","LE LL","24","1828\302\265s","","","","0"
"3446","4.511","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","246\302\265s","","","","0"
"3447","4.523","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","11577\302\265s","","","","0"
"3448","4.524","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3449","4.525","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3450","4.539","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","14544\302\265s","","","","0"
"3451","4.540","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3452","4.540","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3470","4.569","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4192\302\265s","","","","0"
"3477","4.578","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1752\302\265s","","","","0"
"3478","4.578","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3479","4.579","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3482","4.598","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","13198\302\265s","","","","0"
"3489","4.619","55:01:2a:98:35:1d","LE 1M","LE LL","23","12498\302\265s","","","","0"
"3490","4.620","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","745\302\265s","","","","0"
"3491","4.620","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3492","4.625","59:51:34:3a:99:17","LE 1M","LE LL","21","4616\302\265s","","","","0"
"3493","4.626","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3494","4.626","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3496","4.644","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5914\302\265s","","","","0"
"3497","4.644","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3501","4.650","7c:89:95:02:84:47","LE 1M","LE LL","24","2070\302\265s","","","","0"
"3502","4.650","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"3503","4.651","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"3522","4.688","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4020\302\265s","","","","0"
"3523","4.689","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3524","4.689","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3531","4.708","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","136\302\265s","","","","0"
"3532","4.709","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3533","4.710","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3534","4.713","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","3182\302\265s","","","","0"
"3536","4.716","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2313\302\265s","","","","0"
"3537","4.738","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","21447\302\265s","","","","0"
"3538","4.739","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3539","4.739","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3549","4.764","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4090\302\265s","","","","0"
"3550","4.765","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3551","4.765","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3552","4.769","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3351\302\265s","","","","0"
"3553","4.769","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","367\302\265s","","","","0"
"3554","4.770","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","369\302\265s","","","","0"
"3567","4.791","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4449\302\265s","","","","0"
"3568","4.791","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3569","4.791","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3572","4.805","55:01:2a:98:35:1d","LE 1M","LE LL","23","11932\302\265s","","","","0"
"3573","4.806","59:51:34:3a:99:17","LE 1M","LE LL","21","517\302\265s","","","","0"
"3574","4.807","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3575","4.807","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3582","4.821","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1775\302\265s","","","","0"
"3583","4.821","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3584","4.821","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3587","4.846","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7954\302\265s","","","","0"
"3591","4.858","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","124\302\265s","","","","0"
"3592","4.858","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3595","4.870","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5286\302\265s","","","","0"
"3596","4.870","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3614","4.893","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","73\302\265s","","","","0"
"3615","4.894","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3616","4.894","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3619","4.901","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","5783\302\265s","","","","0"
"3623","4.913","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1065\302\265s","","","","0"
"3624","4.914","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"3625","4.914","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3629","4.922","7c:89:95:02:84:47","LE 1M","LE LL","24","4155\302\265s","","","","0"
"3632","4.923","7c:89:95:02:84:47","LE 1M","LE LL","24","132\302\265s","","","","0"
"3633","4.924","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"3634","4.937","e4:56:24:51:15:42","LE 1M","LE LL","14","13178\302\265s","","","","0"
"3635","4.938","e4:56:24:51:15:42","LE 1M","LE LL","14","132\302\265s","","","","0"
"3636","4.938","e4:56:24:51:15:42","LE 1M","LE LL","14","132\302\265s","","","","0"
"3639","4.944","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1649\302\265s","","","","0"
"3646","4.968","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","4819\302\265s","","","","0"
"3647","4.969","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3648","4.969","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3660","4.996","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2958\302\265s","","","","0"
"3661","4.998","55:01:2a:98:35:1d","LE 1M","LE LL","23","924\302\265s","","","","0"
"3669","5.020","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5399\302\265s","","","","0"
"3671","5.045","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","21484\302\265s","","","","0"
"3672","5.045","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3673","5.046","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","852\302\265s","","","","0"
"3674","5.047","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3675","5.048","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3679","5.053","59:65:27:65:e4:21","LE 1M","LE LL","24","568\302\265s","","","","0"
"3680","5.053","59:65:2f:65:e4:21","LE 1M","LE LL","24","367\302\265s","","","","0"
"3685","5.067","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","428\302\265s","","","","0"
"3686","5.067","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3687","5.068","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3688","5.081","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","13009\302\265s","","","","0"
"3693","5.095","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","2271\302\265s","","","","0"
"3708","5.123","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","6643\302\265s","","","","0"
"3712","5.129","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","1514\302\265s","","","","0"
"3713","5.130","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3714","5.130","6e:e6:98:c6:1f:fc","LE 1M","LE LL","23","368\302\265s","","","","0"
"3716","5.149","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","17109\302\265s","","","","0"
"3717","5.149","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3722","5.169","59:51:34:3a:99:17","LE 1M","LE LL","21","489\302\265s","","","","0"
"3723","5.170","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3724","5.176","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","5379\302\265s","","","","0"
"3725","5.176","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3726","5.176","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3733","5.189","55:01:2a:98:35:1d","LE 1M","LE LL","23","481\302\265s","","","","0"
"3739","5.202","7c:89:95:02:84:47","LE 1M","LE LL","24","811\302\265s","","","","0"
"3740","5.203","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"3741","5.204","7c:89:95:02:84:47","LE 1M","LE LL","24","368\302\265s","","","","0"
"3754","5.229","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","10885\302\265s","","","","0"
"3755","5.230","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3756","5.230","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3762","5.254","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3514\302\265s","","","","0"
"3763","5.267","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","13069\302\265s","","","","0"
"3764","5.268","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3765","5.269","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","369\302\265s","","","","0"
"3773","5.277","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","329\302\265s","","","","0"
"3775","5.297","4d:be:63:3e:45:54","LE 1M","LE LL","25","1311\302\265s","","","","0"
"3776","5.298","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"3777","5.298","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"3784","5.307","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","341\302\265s","","","","0"
"3785","5.307","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3786","5.308","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3798","5.320","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","1540\302\265s","","","","0"
"3799","5.321","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","367\302\265s","","","","0"
"3800","5.321","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","369\302\265s","","","","0"
"3803","5.323","59:65:2f:65:fc:21","LE 1M","LE LL","24","528\302\265s","","","","0"
"3804","5.323","59:65:2f:65:e4:21","LE 1M","LE LL","24","368\302\265s","","","","0"
"3806","5.328","d9:2c:dd:e5:1f:6d","LE 1M","LE LL","14","3586\302\265s","","","","0"
"3813","5.352","59:51:34:3a:99:17","LE 1M","LE LL","21","11695\302\265s","","","","0"
"3814","5.352","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3815","5.354","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1628\302\265s","","","","0"
"3816","5.355","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3817","5.355","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3818","5.374","55:01:2a:98:35:1d","LE 1M","LE LL","23","18440\302\265s","","","","0"
"3819","5.377","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","3175\302\265s","","","","0"
"3820","5.378","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3824","5.397","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","14747\302\265s","","","","0"
"3825","5.397","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"3826","5.397","ec:d4:18:8a:ae:b0","LE 1M","LE LL","14","132\302\265s","","","","0"
"3832","5.408","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","223\302\265s","","","","0"
"3836","5.414","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","2822\302\265s","","","","0"
"3854","5.436","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","1776\302\265s","","","","0"
"3855","5.436","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","239\302\265s","","","","0"
"3856","5.436","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3860","5.451","16:79:cc:6c:ea:aa","LE 1M","LE LL","36","266\302\265s","","","","0"
"3861","5.451","17:79:cc:5d:e8:8a","LE 1M","LE LL","36","136\302\265s","","","","0"
"3862","5.452","16:79:c4:6c:ea:aa","LE 1M","LE LL","36","136\302\265s","","","","0"
"3863","5.466","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","13675\302\265s","","","","0"
"3864","5.466","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3865","5.466","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3866","5.467","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","333\302\265s","","","","0"
"3867","5.468","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3868","5.468","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","368\302\265s","","","","0"
"3875","5.496","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7283\302\265s","","","","0"
"3876","5.496","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3877","5.496","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3893","5.535","59:51:34:3a:99:17","LE 1M","LE LL","21","7173\302\265s","","","","0"
"3894","5.536","59:51:34:3a:99:17","LE 1M","LE LL","21","356\302\265s","","","","0"
"3899","5.553","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","11562\302\265s","","","","0"
"3900","5.554","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3901","5.554","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3904","5.560","55:01:2a:98:35:1d","LE 1M","LE LL","23","110\302\265s","","","","0"
"3905","5.560","55:01:2a:98:35:1d","LE 1M","LE LL","23","518\302\265s","","","","0"
"3908","5.571","f6:d8:c7:99:93:35","LE 1M","LE LL","14","3948\302\265s","","","","0"
"3909","5.571","f6:d8:c7:99:93:35","LE 1M","LE LL","14","132\302\265s","","","","0"
"3910","5.571","f6:d8:c7:99:93:35","LE 1M","LE LL","14","132\302\265s","","","","0"
"3912","5.575","4d:be:63:3e:45:54","LE 1M","LE LL","25","744\302\265s","","","","0"
"3913","5.576","4d:be:63:3e:45:54","LE 1M","LE LL","25","368\302\265s","","","","0"
"3916","5.577","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","86\302\265s","","","","0"
"3917","5.577","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","237\302\265s","","","","0"
"3918","5.578","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3922","5.593","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","3285\302\265s","","","","0"
"3923","5.593","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3924","5.594","7c:86:33:7b:0b:6d","LE 1M","LE LL","23","368\302\265s","","","","0"
"3927","5.595","7d:1c:43:f0:f1:ab","LE 1M","LE LL","20","121\302\265s","","","","0"
"3928","5.598","59:65:2f:65:e4:21","LE 1M","LE LL","24","3300\302\265s","","","","0"
"3933","5.602","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","463\302\265s","","","","0"
"3934","5.602","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3935","5.603","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","238\302\265s","","","","0"
"3960","5.652","7e:c0:d2:57:a4:a9","LE 1M","LE LL","25","3070\302\265s","","","","0"
"3962","5.659","16:79:cc:68:ea:aa","LE 1M","LE LL","36","2408\302\265s","","","","0"
"3963","5.660","16:79:cf:6c:ea:aa","LE 1M","LE LL","20","137\302\265s","","","","0"
"3967","5.677","ff:1c:38:90:a2:b1","LE 1M","LE LL","14","7434\302\265s","","","","0"
